"datetime","Subject.ID","Sex","prime_code","prime_condition","prime_response","triv1_raw","triv1_correct","triv2_raw","triv2_correct","triv3_raw","triv3_correct","triv4_raw","triv4_correct","triv5_raw","triv5_correct","triv6_raw","triv6_correct","triv7_raw","triv7_correct","triv8_raw","triv8_correct","triv9_raw","triv9_correct","triv10_raw","triv10_correct","triv11_raw","triv11_correct","triv12_raw","triv12_correct","triv13_raw","triv13_correct","triv14_raw","triv14_correct","triv15_raw","triv15_correct","triv16_raw","triv16_correct","triv17_raw","triv17_correct","triv18_raw","triv18_correct","triv19_raw","triv19_correct","triv20_raw","triv20_correct","triv21_raw","triv21_correct","triv22_raw","triv22_correct","triv23_raw","triv23_correct","triv24_raw","triv24_correct","triv25_raw","triv25_correct","triv26_raw","triv26_correct","triv27_raw","triv27_correct","triv28_raw","triv28_correct","triv29_raw","triv29_correct","triv30_raw","triv30_correct","age","major","language","sex_r","year","area_writing","area_trivia","purpose","link_yn","link_text","thinking_yn","thinking_text","comments","prior_hool","UniversitÃ.tsprofessor_int_rating","UniversitÃ.tsprofessor_acc_rating","FuÃ.ballhooligan_int_rating","FuÃ.ballhooligan_acc_rating","subjID","sex","professor_int_rating","professor_acc_rating","soccer.hooligan_int_rating","soccer.hooligan_acc_rating","triv31_raw","triv31_correct","correct_raw","skipped_raw","correct_pct","correct_skip_pct"
"20161019-155527","55","m",0,"FuÃballhooligan","Ich als Fussballhooligan stehe spÃ¤t auf und als erstes gÃ¶nne ich mir ein Bier. Ich ziehe mein Fanshirt und Schal an und Ãtreffe mich anschliessend mit meinen Kameraden. Im Zug trinken wir weiter und randalieren bereits. Ich mag die Aufmerksamkeit. Ich kann tun und lassen was ich will.  Im Stadion angekommen Ãbegebe ich mich zum Fansektor. Dort treffe ich weitere Hooligans. Wir schreien, werfen Dinge um uns und motzen Ã¼ber schlechte Spieler. Alles um uns herum blenden wir aus. Nach dem Match bleiben wir vor dem Stadion und Ã¤rgern uns, ob unser Team nun gewonnen h","Uganda","False","ASCII","True","Wasserschwein","True","Erde","True",8,"False","Pakistan","False","Bein","False","Guy Fawkes","True","Bronze","True","Bern","False","Fronten","False",21,"True","General Motors","True",180,"True","Venus","True","Michail Gorbatschow","True","Niederschlag","False","Blue Knight","False","Kontinentalabhang","False","Faschismus","True","Penicillin","True","Henri Matisse","False","Colorado","False","In der WirbelsÃ¤ule","False","Sibirien","True","Neptun","False","Mozart","False","Luftdruck","True","Keratin","True","Frankreich","True",24,"BWL","Deutsch","male","vier Jahre oder mehr","PH","Erziehungswissenschaften","kein Ahnung","nein",NA,"nein",NA,"Nein","ja",60,17,30,10,NA,NA,NA,NA,NA,NA,NA,NA,16,0,53.3333333333333,53.3333333333333
"20161019-155717","56","m",0,"FuÃballhooligan","Ich heisse Max Meier. Mein Tag startet zwischen 11.00 Uhr und 14.00 Uhr. Je nach dem wie viel Bier ich am Abend davor konsumiert habe. Die erste Amtshandlung eines jeden Tages besteht darin, zwei rohe Eier mit 7dl selbstgebranntem Schnaps zu kippen. Danach treffen wir uns immer im Restaurant Traube. Wir sind meine 4 besten Freunde. Hans, Urs, Georg und Karl. Wir trinken bis ca. 20.00 Uhr Bier, bis wir dann losziehen und uns in BahnhofsnÃ¤he weiter betrinken. Wenn wir dann so richtig breit sind, fÃ¤ngt es an, wirklich amÃ¼sant zu werden. Schaut uns einer nur komisch an, bekommt er richtig was auf die Fresse. Die abendlichen Spielverderber sind die Bullen. Den, den es nicht erwischt, trinkt weiter...","Uganda","False","HTML","False","Bisamratte","False","Erde","True",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalrift","False","0","False","Penicillin","True","Pablo Picasso","True","Rio Grande","True","In der Lunge","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",24,"Rechtswissenschaft","Deutsch","male","vier Jahre oder mehr","-","-","keine Ahnung","ja",NA,"nein",NA,"nein","ja",85,22,28,11,NA,NA,NA,NA,NA,NA,NA,NA,22,1,73.3333333333333,75.8620689655172
"20161019-160050","57","m",0,"FuÃballhooligan","Als typischer Fussballhooligan hÃ¤ngt mein Tagesablauf stark von jeweiligen Wochentag ab. Montag-Mittwoch gehe ich normal meiner Arbeit nach - ich bin Aushilfsangestellter auf diversen Baustellen.
Vom Donnerstag weg bereite ich mich auf das Fussball wochenende vor. Hierzu treffe ich mich mit gleichgesinnten. Wir trinken viel Bier, entwerfen SpruchbÃ¤nder und Banner und komponieren (mÃ¶glichst beleidigende) Fanhymnen fÃ¼r das jeweils anstehende Spiel.
Am Tag des SpÃiels trinken wir schon frÃ¼h und lassen uns mÃ¶glÃichst bedrohlich wirkend in der Â¨Offetnlchkeit blicken.
Dann Spiel und SchlÃ¤gerei.","Uganda","False","ASCII","True","Bisamratte","False","Erde","True",8,"False","Bangladesch","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalabhang","False","Republik","False","Penicillin","True","Paul Cezanne","False","Colorado","False","In der Nase","False","Weissrussland","False","Saturn","False","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",25,"Rechtswissenschaften","Deutsch","male","vier Jahre oder mehr","Verhaltensforschung","Bildungsforschung","Wahrnehmung von HoolÃigens in unterschiedlichen Bildungsschichten.","ja",NA,"nein",NA,"Nein.","ja",75,17,25,5,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20161019-163203","58","m",0,"FuÃballhooligan","morgens um 8 Uhr stehe ich auf und fahre zur Arbeit. Nach der Arbeit bleibt mit nichts anderes ÂÃ¼brig als in die nÃ¤chste Bar zu fahren und mich mit anderen Gleichgesinnten zu betrnken. Denn andere Hobbys und Freunde habe ich nicht. Nur durch mein schlechtes Verhalten an den Wochenenden und meiner Vorliebe zum Bier kam ich erst zu meinen Freunden, frÃ¼her hatte ich keine. GrundsÃ¤tzlich lÃ¤sst sich also zu mir sagen, dass ich ein Aussenseiter bin/war. In der Schule hatte ich keine Freunde und war sehr scheu. Durch einen anderen Aussenseiter, der mich eines Tages ansprach kam ich erst auf mein heutiges Umfeld. Nun ist es schwer, wieder aus diesem Teufelskreis zu entfliehen und meine Alkoholsucht verunmÃ¶glicht es mir, ein neues Umfeld aufzubauen. Von der Familie habe ich mich nun distanziert  da ich mich fÃ¼r mein Verhalten an den Wochenenden schÃ¤me. ","Botswana","True","ASCII","True","Biber","False","Erde","True",8,"False","Bangladesch","False","Arm","True","Dick Turpin","False","Bronze","True","Welle","True","Isobare","True",21,"True","Chrysler","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Salvador Dali","False","Rio Grande","True","In der Nase","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"Volkswirtschaftslehre","Deutsch","male","im zweiten Jahr","PersÃ¶nlichkleitspsychologie","Entwicklungspsychologie","zu sehen, wie stark ein gutes Allgemeinwissen mit der FÃ¤higkeit typische PersÃ¶nlichkeitsmerkmale zu erkennen zusammenhÃ¤ngt.","nein","keine Ahnung","nein",NA,"um zusÃ¤tzlich die Aufnahme der Versuchsperson zu erfassen, kÃ¶nnte im vorherigern Text etwas stehen, dass nacher bei den Wissensfragen geprÃ¼ft wird.","nein",60,18,32,9,NA,NA,NA,NA,NA,NA,NA,NA,23,0,76.6666666666667,76.6666666666667
"20161020-124333","59","w",0,"FuÃballhooligan","Mein Tagesablauf sieht im Grunde ganz gewÃ¶hnlich aus: Ich gehe am morgen zur Arbeit und komme am Abend erschÃ¶pft zurÃ¼ck. Das jedoch, was mir Motivation gibt, sind die Matchs, die ich am Abend besuche. Nicht jeden Abend, aber immer, wenn sie stattfinden, da muss ich dabei sein, sonst wÃ¤re ich ja kein richtiger Fan. An Wochenenden oder in meiner Freizeit, in der ich keine MÃ¶glichkeit habe, einen Match zu besuchen (meiner Lieblingsmannschaft natÃ¼rlich, denn sie ist das einzig Wahre), schaue ich Fussball im Fernseher und unterstÃ¼tze meine Lieblibgsmannschaft auf nationaler Ebene. Ich habe eine klare Meinung dazu, welche Mannschaft ""gut"" und ""schlecht"" ist und so habe ich auch zu allen anderen Themen eine klare Meinung, die zÃ¤hlt. ","Zimbabwe","False","ASCII","True","Biber","False","Mars","False",8,"False","Philippinen","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",20,"False","Ford","False",90,"False","Merkur","False","Boris Jeltsin","False","Niederschlag","False","King Blue","False","KontinentalfuÃ","False","Faschismus","True","Stethoskop","False","Pablo Picasso","True","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,"Recht","Deutsch","female","im zweiten Jahr","Verhaltenspsychologie","weiss nicht mehr","Beeinflussung durch Vorurteile, Allgemeinwissen testen","ja",NA,"nein",NA,"Nein.","nein",50,19,40,12,NA,NA,NA,NA,NA,NA,NA,NA,15,0,50,50
"20161013-124833","6","m",1,"UniversitÃ¤tsprofessor","Mein Tagesablauf wÃ¤re sicherlich strenger als derjenige, den ich jetzt habe. Am morgen um 8 Uhr oder frÃ¼her im BÃ¼ro an der Uni. Dann vielleicht gleich eine Vorlesung halten.  Danach Besprechung mit Assistenten oder anderen Professoren und eine weitere Vorlesung. Vielleicht auch weitere AuftrÃÃ¤ge ausserhalb der Uni fÃ¼r die Ã¶ffentliche Hand oder Forschung an einem Themengebiet. Meine Hobbys und Vorlieben wÃ¼rden sich nicht speziell Ã¤ndern, ich wÃ¼rde immer noch viel Sport machen und mich mit Kollegen treffen. ","Botswana","True","HTML","False","Biber","False","Erde","True",8,"False","Indien","True","Arm","True","Sweeney Todd","False","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Thought","False","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Pablo Picasso","True","Colorado","False","Im Rachen","True","Sibirien","True","Jupiter","True","Mozart","False","Luftdruck","True","Keratin","True","Frankreich","True",23,"Wirtschaftswissenschaften","Deutsch","male","im dritten Jahr","kA","kA","Entscheidungen treffen in einer gewissen Zeit","ja",NA,"nein",NA,"nein","ja",65,17,45,12,NA,NA,NA,NA,NA,NA,NA,NA,21,0,70,70
"20161020-122749","60","m",0,"FuÃballhooligan","Ich stehe morgens um 7.00 Uhr auf, schaue mir die Fussball-News des vorherigen Tages an und mache mich auf den Weg zur Arbeit, mein Arbeitsort liegt in der NÃ¤he meines Wohnorts, ich gehe mit dem Bus dorthin, ein Ticket kaufe ich mir nicht. Ich arbeite auf dem Bau, als Handlanger, in der Schule war ich ein Nichtsnutz, nicht dass ich nicht intelligent wÃ¤re aber ich hatte keine Lust, war einfach zu faul. Mein Leben ist so in Ordnung. Den ganzen Tag arbeite ich, 8.5 Stunden, arbeiten? - ist immer relativ. Ich geniesse die Zeit, rauche eine, mache BlÃ¶dsinn mit meinen Kollegen. Abends gehe ich normalerweise einen trinken, Hobbys habe ich keine, ausser Gewalt zu verbreiten, dieses GeÃfÃ¼hl liebe ich, es befriedigt mich. Ich tue dies oft, meistens an einem Fussballspiel, provoziere andere Personen, andere Fans, ich entwickle einen richtigen Hass meinem GegenÃ¼ber. Mein Alltag bzw. mein Leben ist simpel: arbeiten, schlafen, saufen, Spiele ""schauen"" saufen, mich prÃ¼geln. Ich liebe mein Leben, aber was tue ich in Zukunft?","Zimbabwe","False","HTML","False","Biber","False","Erde","True",12,"True","Pakistan","False","Arm","True","Robin Hood","False","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Mars","False","Nikita Chruschtschow","False","Strahlung","True","King Blue","False","Kontinentalabhang","False","Kommunismus","False","RÃ¶ntgenstrahlen","False","Salvador Dali","False","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",21,NA,"Deutsch","male","im zweiten Jahr","Sozialwissenschaft","Sozialwissenschaft","Keine Ahnung","nein","Mit den Hooligans sind ","nein",NA,"Nein","ja",50,20,25,6,NA,NA,NA,NA,NA,NA,NA,NA,17,0,56.6666666666667,56.6666666666667
"20161020-124238","61","m",1,"UniversitÃ¤tsprofessor","Normalerweise beginne ich meinen Arbeitstag mit einer grossen Tasse Kaffee, sobald ich im BÃ¼ro ankomme. Weil ich generell eher knapp dran bin, kann ich sie leider nicht vor meiner ersten Vorlesung von 8-10 Uhr fertigtrinken, weshalb ich sie halt mitnehme. Warum auch nicht, schliesslich essen die Studierenden auch wÃ¤hrend meiner Vorlesung. Nach meiner ersten Lesung und nach Beantworten der zahlreichen mehr oder weniger geistreichen Fragen widme ich mich den Rest des Tages meinem aktuellen Forschungsprojekt. Gemeinsam mit meinem Team von Assistenten designe ich Experimente, schreibe Paper oder analysiere Daten. ZusÃ¤tzlich lese ich die relevanten Fachzeitschriften, schliesslich muss man stets up-to-date sein, auch um eine qualitativ hochstehendeVorlesung bieten zu kÃ¶nnen. PersÃ¶nlich bin ich eher offen, kommunikativ aber auch sehr prÃ¤zis in meiner Arbeit. ","Zimbabwe","False","HTML","False","Wasserschwein","True","Mars","False",8,"False","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","Mitsubishi","False",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Thought","False","Kontinentalrift","False","Republik","False","RÃ¶ntgenstrahlen","False","Paul Cezanne","False","Colorado","False","In der Lunge","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Kollagen","False","Frankreich","True",24,"bwl","Deutsch","male","im dritten Jahr","Erziehungswissenschaften","Wissensbildung","Aufsatz: Herauszufinden, wie Studierende ihre Dozenten wahrnehmen und daran Erkenntisse Ã¼ber die PÃ¤dagogik der Vorlesungen ziehen.
Wissenstest: Keine Ahnung","nein",NA,"nein",NA,"Etwas mehr Zeit fÃ¼r den Aufsatz.","ja",60,25,40,5,NA,NA,NA,NA,NA,NA,NA,NA,14,0,46.6666666666667,46.6666666666667
"20161020-140339","62","m",0,"FuÃballhooligan","Ich bin aggressiv und werde schnell handgreiflich. Ausserdem bin ich sehr problemorientiert anstatt LÃ¶sungsorientiert. Ich habe keinen engen Draht zu meiner Familie noch sonderlich viele Freunde. Ich mag FussbalÃl eigentlich gar nicht sondern nehme an den Matchs nur teil um mich zu prÃ¼geln und Energie rauszulassen. Ansonsten sind meine Hobbies Kampfsport wie zum Beispiel Taekwandoo und dergleichen. Eine Freundin habe ich nicht, sonder gehe zu Prostituierten. Weiter bin ich mit 2 BÃrÃ¼dern aufgewachsen mit  welchen ich mich in jungen Jahren bereit oft schlug. Dazu kommt, dass ich als Maurer arbeite wo ich viel kÃ¶rperliche Kraft benÃ¶tige.","Uganda","False","HTML","False","Biber","False","Pluto","False",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Venus","True","Nikita Chruschtschow","False","Strahlung","True","Deep Blue","True","Kontinentalsockel","True","Faschismus","True","Penicillin","True","Henri Matisse","False","Rio Lobos","False","Im Rachen","True","Sibirien","True","Jupiter","True","HÃ¤ndel","False","Luftdruck","True","Keratin","True","Frankreich","True",24,"Geschichte","Deutsch","male","vier Jahre oder mehr","Stereotypisierung","Allgemeinwissen","Keine Ahnung","ja",NA,"ja",NA,"keine","ja",70,18,39,7,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20161020-143312","63","w",0,"FuÃballhooligan","Der Tagesablauf eines Fussballhooligan sieh so aus wie der eines jeden anderen Menschen auch. Erst die TÃ¤tigkeiten nach der Arbeitszeit Ã¤ndern sich. Vor der Arbeit verabredet man sich mit Kollegen um nach der Arbeit zusammen etwas zu trinken, um sich auf das Spiel vorzubereiten. Evt. kaufen Sie auch noch utensilien zum AnzÃ¼nden im Stadion oder sonstige GegenstÃ¤nde mit denen sie andere Leute belÃ¤stigen kÃ¶nnen wie z.B Eier, Tomaten, StÃ¶cke, usw. Die typischen AktivitÃ¤ten sind zum Beispiel Kampfsportarten oder auffÃ¤lliges aggressives Verhalten. Als Fussballhooligan hat man die Vorliebe zu RivalitÃ¤t das heisst z.b Rugby, Boxen oder Wettkampf. Die typischen Hobbys sind trinken und ein angefressener Fain sein. Die Vorliebe ist seine aggressionen an anderen Menschen raus zu lassen. Sich Ã¶","Zimbabwe","False","HTML","False","Biber","False","Erde","True",8,"False","Pakistan","False","Arm","True","Robin Hood","False","Messing","False","Eisberg","False","Isobare","True",21,"True","Chrysler","False",360,"False","Venus","True","Nikita Chruschtschow","False","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Kommunismus","False","SÃ¼damerika","False","Salvador Dali","False","Colorado","False","In der WirbelsÃ¤ule","False","Weissrussland","False","Jupiter","True","Mozart","False","Luftdruck","True","Keratin","True","Frankreich","True",22,"Betriebswirtschaftslehre","Deutsch","female","vier Jahre oder mehr","Psychologische Beeinflussung durch Vorinformationen","Psychologische Beinflussung durch hohe AnsprÃ¼che","Keine Ahnung","ja",NA,"nein",NA,"Nein","nein",70,20,50,13,NA,NA,NA,NA,NA,NA,NA,NA,11,0,36.6666666666667,36.6666666666667
"20161020-144541","64","w",1,"UniversitÃ¤tsprofessor","Heute, Montag ist mein erster Arbeitstag (von 3) in dieser Woche. Wie gewohnt stehe ich um6:00 Uhr auf, hole die abonnierte Zeitung aus dem Briefkasten und mache es mir mit einer Tasse Kaffee gemÃ¼tlich.    Nachdem ich die Zeitung gelesen habe, mache ich mich auf den Weg zur UniversitÃ¤t. DafÃ¼r benutze ich meist den ÃV. An der Uni halte ich vor allem Vorlesungen aber bin auch fÃÃ¼r einige Forschungsgruppen zustÃ¤ndig. Es freut mich sehr zu sehen, wenn unsere Studenten Fortschritte machen und durch meine UnterstÃ¼tzung eventuel sogar auf neue, unerforschte Fragestellungen antworten kÃ¶nnen. In den Pausen treffe ich manchmal spontan andere Professoren und wir sprechen gerne ","Zaire","False","ASCII","True","Biber","False","Erde","True",12,"True","Pakistan","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","Mitsubishi","False",120,"False","Venus","True","Michail Gorbatschow","True","Druck","False","Blue Knight","False","Kontinentalsockel","True","Faschismus","True","Stethoskop","False","Salvador Dali","False","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",19,"psychologie","serbisch
","female","im ersten Jahr","sozialpsychologie","kognitives Denken

","keine ahnung
","nein",NA,"ja",NA,"nein
","ja",80,30,50,20,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20161020-144543","65","w",0,"FuÃballhooligan","Als Fussballhooligan bin ich sehr am Fussballgeschehen meiner Lieblingsmannschaft interessiert. TagsÃ¼ber arbeite ich normal wie jeder andere Mensch auch. Jeder weiss von mir dass ich Fussball sehr gerne habe, jedoch nicht, dass ich in meiner Freizeit sehr viel Zeit investiere, um fÃ¼rs nÃ¤chste Heimspiel diverse Plakate oder FanmÃ¤rsche vorzubereiten. Ich als Person bin eher dominant, ich neige auch eher dazu, Menschen zu fÃ¼hren als mich selber fÃ¼hren zu lassen. Selber spiele ich kein FussballÃ und doch ist es fÃ¼r mich der faszinierenste Sport den es gibt. Ich bin immer informiert darÂÃ¼ber, welche Spieler meiner Mannschaft auf dem Transfermarkt gerade sehr begehrt sind oder wenn es heisse disskusionen Ã¼ber einen Trainerwechsel gibt. Ohne meine Lieblingsfussballmannschaft ÃwÃ¼rde mir in meiner Freizeit ein wichtiger Teil fehlen. ","Botswana","True","HTML","False","Bisamratte","False","Mars","False",12,"True","Indien","True","Arm","True","Dick Turpin","False","Bronze","True","Welle","True","Isobare","True",21,"True","Chrysler","False",90,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Deep Blue","True","KontinentalfuÃ","False","Faschismus","True","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Rojo","False","In der WirbelsÃ¤ule","False","Sibirien","True","Jupiter","True","Beethoven","False","Luftdruck","True","Elastin","False","Frankreich","True",20,"Psychologie","Deutsch","female","im ersten Jahr","Sozialpsychologie","kognitive Psychologie","Keine Ahnung","nein","Keine Ahnung","nein",NA,"Nein","ja",85,25,35,15,NA,NA,NA,NA,NA,NA,NA,NA,18,0,60,60
"20161020-162944","66","w",1,"UniversitÃ¤tsprofessor","Als erstes stehe ich auf und nehme eine Dusche, trinke ein Kaffee und esse etwas zum FrÃ¼hstÃ¼ck. Dannach kontrollieren ich nochmals meinen Stundenplan und vergewissere mich, dass ich in die richtigen VorlesungsrÃ¤ume gehe. Anschliessend mach ich mich mit meinem BMW auf den Weg zur Uni. In meinem ""Lehrer-Zimmer""angekommen bereite ich alles vor, halte die Vorlesungen und am Ende des Tages bereite mich  auf den nÃ¤chsten Tag vor. Typische AktivitÃ¤ten sind das Vorbereiten auf den nÃ¤chsten Tag. Ich bin eine sehr strenge Professorin, achte auf ÃPÃ¼nktlichkeit. Meine Vorlieben sind Lesen, Laufen und meine Familie geniessen.","Zimbabwe","False","HTML","False","Biber","False","Erde","True",12,"True","Indien","True","Arm","True","Robin Hood","False","Bronze","True","Welle","True","Fronten","False",21,"True","Mitsubishi","False",180,"True","Saturn","False","Alexander Popow","False","Druck","False","Blue Knight","False","Kontinentalrift","False","Kommunismus","False","Penicillin","True","Paul Cezanne","False","Colorado","False","Im Rachen","True","Sibirien","True","Mars","False","Mozart","False","Lufttemperatur","False","Keratin","True","Frankreich","True",23,"BWL","Deutsch","female","im dritten Jahr","BWL","BWL","Zu schauen wie man Antwortet bei Fragen wo man keine Ahnung hat","nein",NA,"nein",NA,"nein","ja",86,19,75,12,NA,NA,NA,NA,NA,NA,NA,NA,13,0,43.3333333333333,43.3333333333333
"20161020-163102","67","m",0,"FuÃballhooligan","Der Tag als Fussballhooligan ist der eines normalen Menschen, mit normalem Beruf. Anhand des Verhaltens im Alltag wÃ¼rde man ihn nicht als solchen erkennen. Erst an den Wochenenden, wenn Spiele stattfinden oder man sich mit den anderen Hooligans trifft erkennt man dessen agressive PersÃ¶nlichkeit. Andere typische Charaktereigenschaften sind frech, keinen Respekt vor anderen, rÃ¼cksichtslos,... Meine Hobbies als Hooligan sind andere Hooligans treffen, Spiele anschauen, in die Bar gehen, trinken, und ","Botswana","True","ASCII","True","Nutria","False","Erde","True",8,"False","Bangladesch","False","Arm","True","Guy Fawkes","True","Messing","False","Welle","True","Isobare","True",21,"True","General Motors","True",180,"True","Venus","True","Boris Jeltsin","False","Strahlung","True","Deep Blue","True","Kontinentalrift","False","Faschismus","True","Stethoskop","False","Henri Matisse","False","Rio Rojo","False","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Lecithin","False","Frankreich","True",22,"VWL","Deutsch","male","im dritten Jahr","Sozialpsychologie","keine Ahnung","keine Ahnung","nein",NA,"nein",NA,"Nein","ja",85,24,53,15,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20161021-150656","69","m",0,"FuÃballhooligan","Mein Morgen beginnt mit einer Dose Red Bull. Die brauche ich um richtig in Schwung zu kommen. Der letzte Abend war relativ ruhig verlaufen. Ich ging mit den Jungs ein paar Biere trinken in unserer Lieblingsbar in der Stadt. Alles gute Typen, Fremde tolerieren wir dort nicht. Auf dem Nachhauseweg trafen wir einen uns bekannten Fan des Erzrivalen unseres Fussballvereins. Er dÃ¼rfte heute nicht so gut aufgestanden sein. Ins Spital musste er wahrscheinlich nicht, aber kassiert hat er trotzdem ziemlich. Heute wird es jedoch anders. Heute ist Matchtag. Wir werden uns drei Stunden vor dem Spiel treffen. Eintrinken, Fahnen wieder zusammenkleben, Pyros verteilen, das Ã¼bliche halt. Zwei Stunden vor dem Spiel haben wir dann ein Rendez-vous mit ein paar Ultras des anderen Vereins. Da werden die Fetzen ordentlich fliegen. Es wird ein guter Tag. So, noch schnell die Glatze polieren, Duschen muss ich heute nicht und","Zaire","False","HTML","False","Bisamratte","False","Mars","False",8,"False","Pakistan","False","Arm","True","Guy Fawkes","True","Bronze","True","Welle","True","Isobare","True",21,"True","Mitsubishi","False",360,"False","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalsockel","True","Faschismus","True","RÃ¶ntgenstrahlen","False","Pablo Picasso","True","Rio Grande","True","Im Rachen","True","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Keratin","True","Frankreich","True",22,"Sozialwissenschaften","Deutsch","male","vier Jahre oder mehr","Psychologie","Biologie","Je nach dem wie schnell man fÃ¼r die Antworten hat. Wenn ich mich in einen Hooligan versetzen musste","ja",NA,"nein",NA,"No-","ja",88,21,25,8,NA,NA,NA,NA,NA,NA,NA,NA,20,0,66.6666666666667,66.6666666666667
"20161013-123818","7","m",0,"FuÃballhooligan","Am Morgen weckt mich der Wecker. Als erstes nimm ich mein Smartphone in die Hand und schaue im Internet und in sozialen Medien nach, was ich verpasst habe. ich seh mir vorallem an, ob irgendwo jemand irgendwelche provozierenden SprÂÃ¼che oder handlungen gemacht hat. Danach gehe ich ganz normal arbeiten.  Am Abend gehe ich entweder einen Match schauen ins Stadion oder am Fernseher. Oft treffe ich mich mit anderen Hooligans um einen Match zu verfolgen. Ich werde sehr","Zaire","False","HTML","False","Biber","False","Erde","True",12,"True","Bangladesch","False","Arm","True","Robin Hood","False","Messing","False","SÃ¤ule","False","Isobare","True",21,"True","Ford","False",180,"True","Venus","True","Michail Gorbatschow","True","Strahlung","True","Blue Knight","False","Kontinentalrift","False","Faschismus","True","Stethoskop","False","Paul Cezanne","False","Colorado","False","In der Nase","False","Sibirien","True","Jupiter","True","Tschaikowski","True","Luftdruck","True","Elastin","False","Frankreich","True",21,"VWL","Deutsch","male","im dritten Jahr","Sozialpsychologie","kognitive Psychologie,Allgemeinwissen","Keine Ahnung","ja",NA,"ja",NA,"Nein","ja",70,20,20,10,NA,NA,NA,NA,NA,NA,NA,NA,15,0,50,50
